idx,true_label,samples_used_anytime,set_size_anytime,correct_anytime,proxy_prob_anytime
142,4,1,1,1,1.0
143,0,1,1,1,1.0
144,6,1,1,0,1.0
145,7,1,1,1,1.0
146,6,1,1,0,1.0
147,3,1,1,1,1.0
148,5,1,1,0,1.0
149,0,1,1,1,1.0
150,7,1,1,1,1.0
151,3,1,1,0,1.0
152,5,1,1,1,1.0
153,7,1,1,1,1.0
154,7,1,1,0,1.0
155,4,1,1,1,1.0
156,0,1,1,0,1.0
157,5,1,1,1,1.0
158,7,1,1,1,1.0
159,2,1,1,0,1.0
160,4,1,1,1,1.0
161,0,1,1,0,1.0
162,6,1,1,1,1.0
163,1,1,1,0,1.0
164,4,1,1,1,1.0
165,2,1,1,1,1.0
166,3,1,1,0,1.0
167,0,1,1,0,1.0
168,6,1,1,1,1.0
169,4,1,1,0,1.0
170,2,1,1,1,1.0
171,3,1,1,1,1.0
172,7,1,1,0,1.0
173,3,1,1,1,1.0
174,2,1,1,0,1.0
175,3,1,1,1,1.0
176,4,1,1,1,1.0
177,1,1,1,1,1.0
178,2,1,1,1,1.0
179,6,1,1,1,1.0
180,7,1,1,1,1.0
181,6,1,1,1,1.0
182,4,1,1,1,1.0
183,2,1,1,1,1.0
184,4,1,1,0,1.0
185,3,1,1,0,1.0
186,6,1,1,1,1.0
187,3,1,1,0,1.0
188,0,1,1,1,1.0
189,5,1,1,0,1.0
190,3,1,1,1,1.0
191,7,1,1,0,1.0
192,5,1,1,1,1.0
193,3,1,1,0,1.0
194,0,1,1,1,1.0
195,4,1,1,1,1.0
196,2,1,1,0,1.0
197,4,1,1,1,1.0
198,4,1,1,1,1.0
199,2,1,1,1,1.0
200,5,1,1,1,1.0
201,1,1,1,1,1.0
202,3,1,1,1,1.0
203,7,1,1,1,1.0
204,2,1,1,1,1.0
205,6,1,1,1,1.0
206,5,1,1,1,1.0
207,2,1,1,0,1.0
208,2,1,1,1,1.0
209,7,1,1,1,1.0
210,5,1,1,1,1.0
211,7,1,1,1,1.0
212,1,1,1,0,1.0
213,7,1,1,0,1.0
214,5,1,1,1,1.0
215,6,1,1,0,1.0
216,5,1,1,1,1.0
217,5,1,1,0,1.0
218,5,1,1,1,1.0
219,3,1,1,1,1.0
220,0,1,1,1,1.0
221,3,1,1,1,1.0
222,3,1,1,0,1.0
223,7,1,1,1,1.0
224,6,1,1,0,1.0
225,3,1,1,0,1.0
226,1,1,1,1,1.0
227,3,1,1,0,1.0
228,6,1,1,0,1.0
229,2,1,1,1,1.0
230,5,1,1,1,1.0
231,0,1,1,1,1.0
232,1,1,1,0,1.0
233,7,1,1,1,1.0
234,3,1,1,1,1.0
235,4,1,1,1,1.0
236,0,1,1,1,1.0
237,5,1,1,0,1.0
238,4,1,1,1,1.0
239,0,1,1,1,1.0
240,0,1,1,1,1.0
241,5,1,1,0,1.0
242,1,1,1,1,1.0
243,5,1,1,1,1.0
244,1,1,1,0,1.0
245,1,1,1,0,1.0
246,0,1,1,1,1.0
247,3,1,1,1,1.0
248,7,1,1,1,1.0
249,3,1,1,1,1.0
250,5,1,1,0,1.0
251,1,1,1,0,1.0
252,2,1,1,1,1.0
253,5,1,1,1,1.0
254,0,1,1,0,1.0
255,5,1,1,0,1.0
256,2,1,1,0,1.0
257,6,1,1,1,1.0
258,6,1,1,0,1.0
259,1,1,1,0,1.0
260,1,1,1,1,1.0
261,7,1,1,1,1.0
262,4,1,1,1,1.0
263,5,1,1,1,1.0
264,0,1,1,0,1.0
265,7,1,1,1,1.0
266,6,1,1,1,1.0
267,0,1,1,1,1.0
268,5,1,1,0,1.0
269,1,1,1,1,1.0
270,6,1,1,1,1.0
271,4,1,1,1,1.0
272,1,1,1,0,1.0
273,0,1,1,0,1.0
274,6,1,1,0,1.0
275,6,1,1,1,1.0
276,2,1,1,0,1.0
277,1,1,1,1,1.0
278,6,1,1,1,1.0
279,6,1,1,1,1.0
280,2,1,1,1,1.0
281,2,1,1,1,1.0
282,0,1,1,0,1.0
283,6,1,1,1,1.0
284,2,1,1,1,1.0
285,1,1,1,0,1.0
286,2,1,1,0,1.0
287,5,1,1,1,1.0
288,5,1,1,1,1.0
289,0,1,1,0,1.0
290,3,1,1,0,1.0
291,2,1,1,1,1.0
292,2,1,1,0,1.0
293,3,1,1,1,1.0
294,5,1,1,1,1.0
295,6,1,1,1,1.0
296,0,1,1,1,1.0
297,4,1,1,0,1.0
298,7,1,1,1,1.0
299,0,1,1,1,1.0
300,2,1,1,1,1.0
301,4,1,1,1,1.0
302,3,1,1,1,1.0
303,3,1,1,1,1.0
304,0,1,1,1,1.0
305,0,1,1,1,1.0
306,5,1,1,0,1.0
307,2,1,1,1,1.0
308,4,1,1,1,1.0
309,2,1,1,0,1.0
310,4,1,1,1,1.0
311,2,1,1,1,1.0
312,0,1,1,1,1.0
313,1,1,1,1,1.0
314,3,1,1,1,1.0
315,5,1,1,1,1.0
316,7,1,1,1,1.0
317,0,1,1,0,1.0
318,6,1,1,1,1.0
319,1,1,1,1,1.0
320,7,1,1,1,1.0
321,7,1,1,1,1.0
322,4,1,1,0,1.0
323,2,1,1,1,1.0
324,5,1,1,0,1.0
325,5,1,1,1,1.0
326,6,1,1,0,1.0
327,6,1,1,0,1.0
328,0,1,1,1,1.0
329,5,1,1,1,1.0
330,5,1,1,1,1.0
331,2,1,1,0,1.0
332,7,1,1,0,1.0
333,5,1,1,0,1.0
334,3,1,1,1,1.0
335,4,1,1,1,1.0
336,6,1,1,0,1.0
337,7,1,1,0,1.0
338,2,1,1,0,1.0
339,0,1,1,1,1.0
340,7,1,1,1,1.0
341,3,1,1,1,1.0
342,4,1,1,1,1.0
343,7,1,1,0,1.0
344,2,1,1,1,1.0
345,3,1,1,0,1.0
346,0,1,1,1,1.0
347,7,1,1,0,1.0
348,2,1,1,1,1.0
349,5,1,1,1,1.0
350,5,1,1,1,1.0
351,2,1,1,1,1.0
352,7,1,1,0,1.0
353,7,1,1,1,1.0
354,0,1,1,0,1.0
355,4,1,1,1,1.0
356,3,1,1,0,1.0
357,0,1,1,0,1.0
358,1,1,1,1,1.0
359,7,1,1,0,1.0
360,7,1,1,0,1.0
361,2,1,1,0,1.0
362,6,1,1,1,1.0
363,5,1,1,1,1.0
364,6,1,1,1,1.0
365,4,1,1,1,1.0
366,7,1,1,1,1.0
367,5,1,1,1,1.0
368,2,1,1,1,1.0
369,6,1,1,1,1.0
370,2,1,1,0,1.0
371,7,1,1,1,1.0
372,2,1,1,1,1.0
373,5,1,1,1,1.0
374,4,1,1,0,1.0
375,7,1,1,1,1.0
376,0,1,1,1,1.0
377,0,1,1,1,1.0
378,0,1,1,1,1.0
379,6,1,1,0,1.0
380,2,1,1,0,1.0
381,7,1,1,1,1.0
382,2,1,1,1,1.0
383,3,1,1,1,1.0
384,5,1,1,1,1.0
385,3,1,1,0,1.0
386,1,1,1,0,1.0
387,0,1,1,1,1.0
388,3,1,1,0,1.0
389,1,1,1,0,1.0
390,7,1,1,1,1.0
391,1,1,1,1,1.0
392,3,1,1,1,1.0
393,6,1,1,1,1.0
394,2,1,1,1,1.0
395,6,1,1,1,1.0
396,5,1,1,0,1.0
397,0,1,1,1,1.0
398,2,1,1,1,1.0
399,7,1,1,1,1.0
400,3,1,1,1,1.0
401,7,1,1,0,1.0
402,0,1,1,0,1.0
403,7,1,1,1,1.0
404,0,1,1,1,1.0
405,5,1,1,1,1.0
406,3,1,1,1,1.0
407,7,1,1,1,1.0
408,4,1,1,1,1.0
409,4,1,1,1,1.0
410,3,1,1,1,1.0
411,6,1,1,1,1.0
412,6,1,1,1,1.0
413,0,1,1,0,1.0
414,0,1,1,1,1.0
415,7,1,1,0,1.0
416,6,1,1,0,1.0
417,2,1,1,1,1.0
418,5,1,1,1,1.0
419,6,1,1,1,1.0
420,7,1,1,1,1.0
421,0,1,1,1,1.0
422,1,1,1,0,1.0
423,5,1,1,1,1.0
424,4,1,1,1,1.0
425,0,1,1,1,1.0
426,2,1,1,1,1.0
427,3,1,1,1,1.0
428,7,1,1,1,1.0
429,0,1,1,0,1.0
430,7,1,1,0,1.0
431,3,1,1,0,1.0
432,3,1,1,0,1.0
433,1,1,1,0,1.0
434,3,1,1,1,1.0
435,1,1,1,1,1.0
436,0,1,1,1,1.0
437,2,1,1,1,1.0
438,3,1,1,0,1.0
439,6,1,1,1,1.0
440,6,1,1,1,1.0
441,4,1,1,1,1.0
442,3,1,1,0,1.0
443,6,1,1,0,1.0
444,4,1,1,1,1.0
445,5,1,1,0,1.0
446,4,1,1,1,1.0
447,1,1,1,1,1.0
448,0,1,1,1,1.0
449,7,1,1,1,1.0
450,5,1,1,0,1.0
451,5,1,1,0,1.0
452,0,1,1,1,1.0
453,6,1,1,1,1.0
454,0,1,1,1,1.0
455,4,1,1,1,1.0
456,7,1,1,1,1.0
457,1,1,1,0,1.0
458,2,1,1,1,1.0
459,6,1,1,1,1.0
460,4,1,1,0,1.0
461,2,1,1,1,1.0
462,6,1,1,1,1.0
463,5,1,1,1,1.0
464,0,1,1,1,1.0
465,3,1,1,1,1.0
466,1,1,1,1,1.0
467,3,1,1,1,1.0
468,1,1,1,1,1.0
469,4,1,1,1,1.0
470,6,1,1,1,1.0
471,0,1,1,0,1.0
472,2,1,1,1,1.0
473,6,1,1,1,1.0
474,4,1,1,0,1.0
475,1,1,1,1,1.0
476,5,1,1,1,1.0
477,5,1,1,0,1.0
478,4,1,1,1,1.0
479,6,1,1,1,1.0
480,5,1,1,0,1.0
481,5,1,1,1,1.0
482,3,1,1,1,1.0
483,5,1,1,1,1.0
484,6,1,1,1,1.0
485,7,1,1,1,1.0
486,1,1,1,1,1.0
487,6,1,1,0,1.0
488,5,1,1,0,1.0
489,2,1,1,1,1.0
490,3,1,1,1,1.0
491,3,1,1,0,1.0
492,3,1,1,1,1.0
493,0,1,1,1,1.0
494,0,1,1,1,1.0
495,0,1,1,1,1.0
496,3,1,1,0,1.0
497,4,1,1,0,1.0
498,6,1,1,0,1.0
499,5,1,1,0,1.0
500,6,1,1,0,1.0
501,4,1,1,1,1.0
502,5,1,1,1,1.0
503,4,1,1,1,1.0
504,2,1,1,0,1.0
505,6,1,1,1,1.0
506,7,1,1,1,1.0
507,2,1,1,0,1.0
508,4,1,1,0,1.0
509,1,1,1,0,1.0
510,6,1,1,1,1.0
511,0,1,1,1,1.0
512,7,1,1,0,1.0
513,6,1,1,1,1.0
514,6,1,1,0,1.0
515,7,1,1,0,1.0
516,1,1,1,1,1.0
517,1,1,1,0,1.0
518,7,1,1,1,1.0
519,5,1,1,1,1.0
520,2,1,1,0,1.0
521,1,1,1,0,1.0
522,3,1,1,1,1.0
523,2,1,1,1,1.0
524,1,1,1,1,1.0
525,2,1,1,1,1.0
526,5,1,1,1,1.0
527,3,1,1,0,1.0
528,3,1,1,0,1.0
529,0,1,1,1,1.0
530,1,1,1,1,1.0
531,6,1,1,1,1.0
532,7,1,1,1,1.0
533,2,1,1,1,1.0
534,5,1,1,1,1.0
535,6,1,1,1,1.0
536,2,1,1,1,1.0
537,7,1,1,1,1.0
538,0,1,1,1,1.0
539,4,1,1,0,1.0
540,4,1,1,1,1.0
541,6,1,1,1,1.0
542,6,1,1,1,1.0
543,1,1,1,0,1.0
544,4,1,1,1,1.0
545,3,1,1,0,1.0
546,3,1,1,0,1.0
547,0,1,1,0,1.0
548,6,1,1,0,1.0
549,1,1,1,1,1.0
550,1,1,1,1,1.0
551,6,1,1,1,1.0
552,6,1,1,1,1.0
553,2,1,1,1,1.0
554,1,1,1,1,1.0
555,4,1,1,1,1.0
556,1,1,1,1,1.0
557,7,1,1,1,1.0
558,5,1,1,1,1.0
559,7,1,1,0,1.0
560,5,1,1,1,1.0
561,2,1,1,1,1.0
562,3,1,1,1,1.0
563,7,1,1,0,1.0
564,0,1,1,1,1.0
565,6,1,1,1,1.0
566,7,1,1,1,1.0
567,3,1,1,1,1.0
568,3,1,1,0,1.0
569,6,1,1,1,1.0
570,1,1,1,1,1.0
571,2,1,1,1,1.0
572,7,1,1,0,1.0
573,5,1,1,1,1.0
574,5,1,1,0,1.0
575,0,1,1,0,1.0
576,0,1,1,1,1.0
577,5,1,1,1,1.0
578,3,1,1,1,1.0
579,0,1,1,1,1.0
580,3,1,1,0,1.0
581,4,1,1,0,1.0
582,4,1,1,1,1.0
583,7,1,1,1,1.0
584,2,1,1,1,1.0
585,0,1,1,1,1.0
586,4,1,1,1,1.0
587,5,1,1,1,1.0
588,2,1,1,1,1.0
589,4,1,1,1,1.0
590,3,1,1,1,1.0
591,3,1,1,1,1.0
592,1,1,1,0,1.0
593,4,1,1,1,1.0
594,7,1,1,1,1.0
595,6,1,1,0,1.0
596,0,1,1,0,1.0
597,5,1,1,1,1.0
598,4,1,1,0,1.0
599,3,1,1,0,1.0
600,1,1,1,0,1.0
601,1,1,1,1,1.0
602,3,1,1,1,1.0
603,3,1,1,1,1.0
604,5,1,1,0,1.0
605,2,1,1,0,1.0
606,4,1,1,1,1.0
607,2,1,1,1,1.0
608,4,1,1,1,1.0
609,1,1,1,1,1.0
610,7,1,1,1,1.0
611,7,1,1,1,1.0
612,2,1,1,0,1.0
613,4,1,1,1,1.0
614,1,1,1,1,1.0
615,2,1,1,1,1.0
616,2,1,1,0,1.0
617,2,1,1,1,1.0
618,0,1,1,1,1.0
619,4,1,1,1,1.0
620,4,1,1,0,1.0
621,2,1,1,1,1.0
622,5,1,1,0,1.0
623,6,1,1,1,1.0
624,7,1,1,1,1.0
625,6,1,1,1,1.0
626,4,1,1,1,1.0
627,3,1,1,0,1.0
628,4,1,1,1,1.0
629,2,1,1,0,1.0
630,2,1,1,0,1.0
631,6,1,1,0,1.0
632,2,1,1,0,1.0
633,5,1,1,0,1.0
634,3,1,1,0,1.0
635,5,1,1,1,1.0
636,1,1,1,1,1.0
637,1,1,1,0,1.0
638,4,1,1,0,1.0
639,0,1,1,1,1.0
640,1,1,1,1,1.0
641,5,1,1,1,1.0
642,1,1,1,0,1.0
643,6,1,1,0,1.0
644,5,1,1,0,1.0
645,5,1,1,1,1.0
646,5,1,1,1,1.0
647,2,1,1,1,1.0
648,3,1,1,1,1.0
649,3,1,1,1,1.0
650,2,1,1,1,1.0
651,1,1,1,1,1.0
652,2,1,1,1,1.0
653,0,1,1,1,1.0
654,5,1,1,1,1.0
655,6,1,1,1,1.0
656,0,1,1,1,1.0
657,1,1,1,1,1.0
658,7,1,1,1,1.0
659,5,1,1,0,1.0
660,3,1,1,1,1.0
661,6,1,1,0,1.0
662,1,1,1,1,1.0
663,0,1,1,1,1.0
664,0,1,1,1,1.0
665,3,1,1,1,1.0
666,6,1,1,1,1.0
667,7,1,1,0,1.0
668,3,1,1,1,1.0
669,3,1,1,1,1.0
670,3,1,1,1,1.0
671,1,1,1,1,1.0
672,3,1,1,0,1.0
673,0,1,1,1,1.0
674,6,1,1,1,1.0
675,7,1,1,1,1.0
676,0,1,1,0,1.0
677,5,1,1,0,1.0
678,2,1,1,1,1.0
679,7,1,1,1,1.0
680,4,1,1,0,1.0
681,6,1,1,1,1.0
682,1,1,1,0,1.0
683,3,1,1,0,1.0
684,4,1,1,0,1.0
685,6,1,1,1,1.0
686,5,1,1,1,1.0
687,5,1,1,0,1.0
688,5,1,1,1,1.0
689,5,1,1,0,1.0
690,4,1,1,0,1.0
691,7,1,1,1,1.0
692,6,1,1,1,1.0
693,7,1,1,1,1.0
694,4,1,1,1,1.0
695,1,1,1,1,1.0
696,0,1,1,1,1.0
697,2,1,1,1,1.0
698,0,1,1,0,1.0
699,1,1,1,1,1.0
700,0,1,1,1,1.0
701,2,1,1,0,1.0
702,5,1,1,0,1.0
703,6,1,1,1,1.0
704,3,1,1,1,1.0
705,1,1,1,1,1.0
706,5,1,1,1,1.0
707,5,1,1,1,1.0
708,7,1,1,1,1.0
709,7,1,1,1,1.0
710,7,1,1,1,1.0
711,5,1,1,1,1.0
712,6,1,1,1,1.0
713,1,1,1,0,1.0
714,5,1,1,0,1.0
715,5,1,1,1,1.0
716,0,1,1,1,1.0
717,7,1,1,1,1.0
718,7,1,1,1,1.0
719,1,1,1,1,1.0
720,2,1,1,1,1.0
721,3,1,1,0,1.0
722,6,1,1,0,1.0
723,0,1,1,1,1.0
724,0,1,1,0,1.0
725,2,1,1,1,1.0
726,7,1,1,0,1.0
727,2,1,1,1,1.0
728,4,1,1,1,1.0
729,7,1,1,1,1.0
730,5,1,1,0,1.0
731,3,1,1,1,1.0
732,7,1,1,1,1.0
733,1,1,1,1,1.0
734,2,1,1,1,1.0
735,1,1,1,1,1.0
736,1,1,1,1,1.0
737,4,1,1,1,1.0
738,4,1,1,1,1.0
739,2,1,1,1,1.0
740,6,1,1,1,1.0
741,4,1,1,1,1.0
742,5,1,1,1,1.0
743,2,1,1,1,1.0
744,6,1,1,0,1.0
745,7,1,1,1,1.0
746,6,1,1,0,1.0
747,5,1,1,0,1.0
748,5,1,1,0,1.0
749,3,1,1,1,1.0
750,6,1,1,1,1.0
751,5,1,1,1,1.0
752,5,1,1,0,1.0
753,1,1,1,1,1.0
754,7,1,1,0,1.0
755,5,1,1,1,1.0
756,6,1,1,1,1.0
757,4,1,1,0,1.0
758,1,1,1,1,1.0
759,5,1,1,1,1.0
760,6,1,1,1,1.0
761,1,1,1,1,1.0
762,4,1,1,1,1.0
763,2,1,1,0,1.0
764,4,1,1,0,1.0
765,0,1,1,1,1.0
766,6,1,1,1,1.0
767,4,1,1,1,1.0
768,4,1,1,1,1.0
769,2,1,1,1,1.0
770,7,1,1,1,1.0
771,1,1,1,0,1.0
772,6,1,1,1,1.0
773,6,1,1,1,1.0
774,4,1,1,1,1.0
775,3,1,1,1,1.0
776,6,1,1,1,1.0
777,3,1,1,1,1.0
778,0,1,1,0,1.0
779,1,1,1,0,1.0
780,0,1,1,1,1.0
781,3,1,1,1,1.0
782,6,1,1,1,1.0
783,6,1,1,1,1.0
784,0,1,1,1,1.0
785,6,1,1,0,1.0
786,6,1,1,1,1.0
787,2,1,1,1,1.0
788,5,1,1,0,1.0
789,7,1,1,1,1.0
790,7,1,1,1,1.0
791,6,1,1,1,1.0
792,4,1,1,1,1.0
793,0,1,1,1,1.0
794,3,1,1,1,1.0
795,2,1,1,1,1.0
796,7,1,1,0,1.0
797,7,1,1,1,1.0
798,0,1,1,0,1.0
799,1,1,1,1,1.0
800,4,1,1,1,1.0
801,2,1,1,0,1.0
802,0,1,1,0,1.0
803,6,1,1,1,1.0
804,5,1,1,1,1.0
805,3,1,1,1,1.0
806,1,1,1,1,1.0
807,6,1,1,1,1.0
808,5,1,1,1,1.0
809,6,1,1,1,1.0
810,7,1,1,1,1.0
811,7,1,1,1,1.0
812,0,1,1,1,1.0
813,3,1,1,1,1.0
814,0,1,1,1,1.0
815,4,1,1,1,1.0
816,0,1,1,1,1.0
817,2,1,1,0,1.0
818,2,1,1,0,1.0
819,6,1,1,1,1.0
820,1,1,1,1,1.0
821,6,1,1,0,1.0
822,5,1,1,1,1.0
823,1,1,1,1,1.0
824,7,1,1,0,1.0
825,0,1,1,1,1.0
826,7,1,1,1,1.0
827,5,1,1,1,1.0
828,6,1,1,1,1.0
829,1,1,1,1,1.0
830,5,1,1,1,1.0
831,4,1,1,1,1.0
832,7,1,1,0,1.0
833,2,1,1,1,1.0
834,0,1,1,1,1.0
835,3,1,1,1,1.0
836,6,1,1,1,1.0
837,4,1,1,1,1.0
838,3,1,1,0,1.0
839,3,1,1,1,1.0
840,1,1,1,1,1.0
841,4,1,1,1,1.0
842,6,1,1,1,1.0
843,2,1,1,0,1.0
844,0,1,1,1,1.0
845,1,1,1,1,1.0
846,3,1,1,1,1.0
847,6,1,1,1,1.0
848,3,1,1,0,1.0
849,6,1,1,1,1.0
850,2,1,1,1,1.0
851,7,1,1,1,1.0
852,5,1,1,0,1.0
853,0,1,1,0,1.0
854,4,1,1,0,1.0
855,6,1,1,1,1.0
856,2,1,1,0,1.0
857,1,1,1,1,1.0
858,4,1,1,1,1.0
859,4,1,1,1,1.0
860,7,1,1,1,1.0
861,0,1,1,1,1.0
862,3,1,1,1,1.0
863,1,1,1,1,1.0
864,7,1,1,1,1.0
865,1,1,1,1,1.0
866,2,1,1,0,1.0
867,1,1,1,0,1.0
868,3,1,1,1,1.0
869,4,1,1,1,1.0
870,0,1,1,1,1.0
871,2,1,1,1,1.0
872,5,1,1,1,1.0
873,1,1,1,1,1.0
874,6,1,1,0,1.0
875,0,1,1,1,1.0
876,4,1,1,0,1.0
877,4,1,1,0,1.0
878,0,1,1,1,1.0
879,3,1,1,1,1.0
880,2,1,1,0,1.0
881,4,1,1,1,1.0
882,1,1,1,0,1.0
883,1,1,1,0,1.0
884,4,1,1,1,1.0
885,6,1,1,1,1.0
886,6,1,1,1,1.0
887,1,1,1,1,1.0
888,4,1,1,1,1.0
889,4,1,1,1,1.0
890,4,1,1,0,1.0
891,7,1,1,1,1.0
892,4,1,1,1,1.0
893,5,1,1,1,1.0
894,7,1,1,1,1.0
895,7,1,1,1,1.0
896,1,1,1,0,1.0
897,6,1,1,0,1.0
898,7,1,1,1,1.0
899,1,1,1,1,1.0
900,3,1,1,1,1.0
901,0,1,1,0,1.0
902,2,1,1,1,1.0
903,3,1,1,1,1.0
904,3,1,1,1,1.0
905,5,1,1,0,1.0
906,4,1,1,0,1.0
907,1,1,1,1,1.0
908,1,1,1,1,1.0
909,2,1,1,1,1.0
910,5,1,1,1,1.0
911,2,1,1,1,1.0
912,2,1,1,1,1.0
913,0,1,1,1,1.0
914,2,1,1,1,1.0
915,0,1,1,1,1.0
916,4,1,1,1,1.0
917,7,1,1,1,1.0
918,5,1,1,0,1.0
919,7,1,1,1,1.0
920,0,1,1,1,1.0
921,7,1,1,0,1.0
922,5,1,1,1,1.0
923,7,1,1,0,1.0
924,2,1,1,1,1.0
925,6,1,1,1,1.0
926,6,1,1,1,1.0
927,0,1,1,0,1.0
928,5,1,1,1,1.0
929,2,1,1,1,1.0
930,3,1,1,1,1.0
931,2,1,1,1,1.0
932,0,1,1,1,1.0
933,7,1,1,1,1.0
934,3,1,1,0,1.0
935,4,1,1,1,1.0
936,1,1,1,1,1.0
937,5,1,1,1,1.0
938,7,1,1,1,1.0
939,2,1,1,1,1.0
940,2,1,1,0,1.0
941,7,1,1,1,1.0
942,4,1,1,1,1.0
943,7,1,1,1,1.0
944,0,1,1,0,1.0
945,4,1,1,1,1.0
946,4,1,1,1,1.0
947,2,1,1,0,1.0
948,6,1,1,1,1.0
949,1,1,1,1,1.0
950,1,1,1,1,1.0
951,2,1,1,1,1.0
952,4,1,1,1,1.0
953,7,1,1,1,1.0
954,5,1,1,0,1.0
955,1,1,1,1,1.0
956,3,1,1,1,1.0
957,6,1,1,1,1.0
958,6,1,1,1,1.0
959,1,1,1,1,1.0
960,1,1,1,0,1.0
961,4,1,1,1,1.0
962,3,1,1,1,1.0
963,4,1,1,1,1.0
964,0,1,1,1,1.0
965,4,1,1,0,1.0
966,6,1,1,1,1.0
967,4,1,1,1,1.0
968,0,1,1,1,1.0
969,6,1,1,0,1.0
970,1,1,1,1,1.0
971,4,1,1,1,1.0
972,2,1,1,0,1.0
973,5,1,1,0,1.0
974,0,1,1,1,1.0
975,3,1,1,1,1.0
976,3,1,1,1,1.0
977,7,1,1,1,1.0
978,3,1,1,0,1.0
979,3,1,1,1,1.0
980,3,1,1,0,1.0
981,6,1,1,0,1.0
982,5,1,1,1,1.0
983,5,1,1,1,1.0
984,0,1,1,1,1.0
985,3,1,1,1,1.0
986,0,1,1,1,1.0
987,3,1,1,1,1.0
988,7,1,1,1,1.0
989,0,1,1,1,1.0
990,4,1,1,1,1.0
991,2,1,1,1,1.0
992,0,1,1,1,1.0
993,3,1,1,1,1.0
