idx,true_label,samples_used_anytime,set_size_anytime,correct_anytime,proxy_prob_anytime
86,1,1,1,0,1.0
87,4,1,1,1,1.0
88,1,1,1,0,1.0
89,0,1,1,1,1.0
90,5,1,1,1,1.0
91,1,1,1,1,1.0
92,7,1,1,1,1.0
93,6,1,1,0,1.0
94,1,1,1,1,1.0
95,2,1,1,1,1.0
96,4,1,1,0,1.0
97,5,1,1,1,1.0
98,0,1,1,1,1.0
99,3,1,1,1,1.0
100,1,1,1,1,1.0
101,0,1,1,1,1.0
102,0,1,1,0,1.0
103,4,1,1,1,1.0
104,0,1,1,0,1.0
105,3,1,1,0,1.0
106,7,1,1,1,1.0
107,4,1,1,0,1.0
108,6,1,1,0,1.0
109,2,1,1,0,1.0
110,1,1,1,1,1.0
111,6,1,1,1,1.0
112,1,1,1,1,1.0
113,4,1,1,1,1.0
114,5,1,1,1,1.0
115,6,1,1,1,1.0
116,6,1,1,0,1.0
117,0,1,1,0,1.0
118,5,1,1,0,1.0
119,6,1,1,1,1.0
120,2,1,1,1,1.0
121,0,1,1,0,1.0
122,4,1,1,1,1.0
123,2,1,1,0,1.0
124,7,1,1,1,1.0
125,1,1,1,1,1.0
126,4,1,1,1,1.0
127,1,1,1,1,1.0
128,6,1,1,1,1.0
129,5,1,1,1,1.0
130,3,1,1,1,1.0
131,4,1,1,1,1.0
132,3,1,1,0,1.0
133,6,1,1,1,1.0
134,6,1,1,1,1.0
135,5,1,1,0,1.0
136,3,1,1,1,1.0
137,2,1,1,1,1.0
138,2,1,1,0,1.0
139,3,1,1,1,1.0
140,7,1,1,1,1.0
141,0,1,1,1,1.0
142,2,1,1,1,1.0
143,0,1,1,0,1.0
144,7,1,1,1,1.0
145,2,1,1,1,1.0
146,5,1,1,1,1.0
147,6,1,1,1,1.0
148,1,1,1,1,1.0
149,7,1,1,0,1.0
150,5,1,1,1,1.0
151,2,1,1,0,1.0
152,0,1,1,1,1.0
153,3,1,1,0,1.0
154,4,1,1,1,1.0
155,3,1,1,1,1.0
156,2,1,1,1,1.0
157,4,1,1,1,1.0
158,0,1,1,0,1.0
159,2,1,1,1,1.0
160,5,1,1,0,1.0
161,5,1,1,1,1.0
162,0,1,1,0,1.0
163,2,1,1,1,1.0
164,2,1,1,0,1.0
165,0,1,1,1,1.0
166,4,1,1,1,1.0
167,4,1,1,1,1.0
168,1,1,1,1,1.0
169,1,1,1,0,1.0
170,4,1,1,1,1.0
171,6,1,1,1,1.0
172,6,1,1,1,1.0
173,7,1,1,1,1.0
174,4,1,1,1,1.0
175,3,1,1,1,1.0
176,3,1,1,0,1.0
177,1,1,1,0,1.0
178,6,1,1,0,1.0
179,3,1,1,0,1.0
180,4,1,1,1,1.0
181,2,1,1,0,1.0
182,1,1,1,0,1.0
183,4,1,1,1,1.0
184,0,1,1,1,1.0
185,3,1,1,1,1.0
186,1,1,1,0,1.0
187,3,1,1,1,1.0
188,1,1,1,1,1.0
189,3,1,1,1,1.0
190,5,1,1,0,1.0
191,0,1,1,0,1.0
192,6,1,1,1,1.0
193,0,1,1,1,1.0
194,3,1,1,1,1.0
195,3,1,1,1,1.0
196,4,1,1,1,1.0
197,7,1,1,1,1.0
198,6,1,1,0,1.0
199,7,1,1,1,1.0
200,0,1,1,1,1.0
201,4,1,1,1,1.0
202,7,1,1,1,1.0
203,5,1,1,1,1.0
204,1,1,1,1,1.0
205,2,1,1,1,1.0
206,6,1,1,0,1.0
207,5,1,1,1,1.0
208,7,1,1,1,1.0
209,5,1,1,1,1.0
210,6,1,1,1,1.0
211,6,1,1,0,1.0
212,6,1,1,1,1.0
213,4,1,1,1,1.0
214,2,1,1,1,1.0
215,2,1,1,1,1.0
216,6,1,1,1,1.0
217,5,1,1,1,1.0
218,5,1,1,0,1.0
219,7,1,1,1,1.0
220,4,1,1,1,1.0
221,3,1,1,0,1.0
222,3,1,1,1,1.0
223,3,1,1,1,1.0
224,3,1,1,1,1.0
225,6,1,1,1,1.0
226,0,1,1,0,1.0
227,7,1,1,1,1.0
228,0,1,1,1,1.0
229,6,1,1,1,1.0
230,2,1,1,1,1.0
231,3,1,1,1,1.0
232,2,1,1,1,1.0
233,2,1,1,1,1.0
234,0,1,1,1,1.0
235,6,1,1,1,1.0
236,5,1,1,1,1.0
237,3,1,1,1,1.0
238,1,1,1,0,1.0
239,4,1,1,1,1.0
240,7,1,1,1,1.0
241,4,1,1,1,1.0
242,7,1,1,1,1.0
243,0,1,1,0,1.0
244,0,1,1,1,1.0
245,6,1,1,1,1.0
246,7,1,1,1,1.0
247,5,1,1,1,1.0
248,3,1,1,1,1.0
249,2,1,1,1,1.0
250,3,1,1,0,1.0
251,0,1,1,1,1.0
252,4,1,1,1,1.0
253,5,1,1,0,1.0
254,1,1,1,1,1.0
255,5,1,1,1,1.0
256,6,1,1,1,1.0
257,7,1,1,1,1.0
258,0,1,1,0,1.0
259,5,1,1,0,1.0
260,6,1,1,0,1.0
261,1,1,1,0,1.0
262,2,1,1,1,1.0
263,0,1,1,1,1.0
264,0,1,1,1,1.0
265,6,1,1,1,1.0
266,4,1,1,0,1.0
267,6,1,1,1,1.0
268,3,1,1,0,1.0
269,3,1,1,0,1.0
270,1,1,1,1,1.0
271,6,1,1,1,1.0
272,7,1,1,1,1.0
273,7,1,1,1,1.0
274,7,1,1,0,1.0
275,3,1,1,1,1.0
276,4,1,1,1,1.0
277,0,1,1,1,1.0
278,2,1,1,1,1.0
279,5,1,1,1,1.0
280,4,1,1,1,1.0
281,2,1,1,1,1.0
282,4,1,1,0,1.0
283,4,1,1,1,1.0
284,1,1,1,1,1.0
285,7,1,1,1,1.0
286,3,1,1,1,1.0
287,0,1,1,1,1.0
288,1,1,1,0,1.0
289,4,1,1,0,1.0
290,4,1,1,0,1.0
291,7,1,1,1,1.0
292,5,1,1,1,1.0
293,3,1,1,1,1.0
294,6,1,1,1,1.0
295,2,1,1,1,1.0
296,6,1,1,0,1.0
297,3,1,1,0,1.0
298,4,1,1,1,1.0
299,7,1,1,1,1.0
300,2,1,1,0,1.0
301,2,1,1,1,1.0
302,2,1,1,1,1.0
303,0,1,1,1,1.0
304,6,1,1,1,1.0
305,7,1,1,1,1.0
306,0,1,1,1,1.0
307,7,1,1,0,1.0
308,5,1,1,0,1.0
309,0,1,1,0,1.0
310,6,1,1,1,1.0
311,4,1,1,1,1.0
312,4,1,1,1,1.0
313,3,1,1,1,1.0
314,4,1,1,0,1.0
315,5,1,1,0,1.0
316,0,1,1,0,1.0
317,6,1,1,1,1.0
318,7,1,1,1,1.0
319,2,1,1,0,1.0
320,3,1,1,1,1.0
321,5,1,1,1,1.0
322,3,1,1,1,1.0
323,4,1,1,0,1.0
324,7,1,1,0,1.0
325,5,1,1,1,1.0
326,0,1,1,1,1.0
327,0,1,1,1,1.0
328,3,1,1,1,1.0
329,2,1,1,1,1.0
330,4,1,1,0,1.0
331,5,1,1,1,1.0
332,0,1,1,0,1.0
333,4,1,1,1,1.0
334,5,1,1,1,1.0
335,6,1,1,1,1.0
336,4,1,1,1,1.0
337,0,1,1,1,1.0
338,6,1,1,1,1.0
339,5,1,1,0,1.0
340,3,1,1,0,1.0
341,4,1,1,0,1.0
342,7,1,1,1,1.0
343,7,1,1,0,1.0
344,0,1,1,1,1.0
345,4,1,1,1,1.0
346,5,1,1,1,1.0
347,0,1,1,1,1.0
348,5,1,1,1,1.0
349,5,1,1,1,1.0
350,4,1,1,0,1.0
351,5,1,1,0,1.0
352,4,1,1,1,1.0
353,4,1,1,1,1.0
354,1,1,1,1,1.0
355,4,1,1,0,1.0
356,6,1,1,1,1.0
357,2,1,1,0,1.0
358,0,1,1,1,1.0
359,1,1,1,0,1.0
360,0,1,1,1,1.0
361,4,1,1,0,1.0
362,1,1,1,1,1.0
363,1,1,1,0,1.0
364,2,1,1,1,1.0
365,3,1,1,1,1.0
366,4,1,1,1,1.0
367,7,1,1,1,1.0
368,7,1,1,1,1.0
369,2,1,1,1,1.0
370,2,1,1,1,1.0
371,0,1,1,1,1.0
372,5,1,1,1,1.0
373,5,1,1,0,1.0
374,5,1,1,1,1.0
375,2,1,1,1,1.0
376,5,1,1,0,1.0
377,6,1,1,1,1.0
378,2,1,1,1,1.0
379,0,1,1,1,1.0
380,4,1,1,0,1.0
381,5,1,1,0,1.0
382,1,1,1,1,1.0
383,1,1,1,1,1.0
384,7,1,1,1,1.0
385,1,1,1,1,1.0
386,2,1,1,0,1.0
387,1,1,1,1,1.0
388,0,1,1,1,1.0
389,0,1,1,1,1.0
390,5,1,1,0,1.0
391,0,1,1,1,1.0
392,2,1,1,1,1.0
393,4,1,1,1,1.0
394,1,1,1,1,1.0
395,0,1,1,0,1.0
396,6,1,1,0,1.0
397,2,1,1,0,1.0
398,0,1,1,1,1.0
399,3,1,1,1,1.0
400,2,1,1,1,1.0
401,6,1,1,1,1.0
402,2,1,1,1,1.0
403,7,1,1,0,1.0
404,3,1,1,1,1.0
405,6,1,1,1,1.0
406,4,1,1,1,1.0
407,1,1,1,1,1.0
408,5,1,1,1,1.0
409,0,1,1,1,1.0
410,3,1,1,0,1.0
411,7,1,1,1,1.0
412,1,1,1,1,1.0
413,3,1,1,1,1.0
414,4,1,1,1,1.0
415,7,1,1,1,1.0
416,6,1,1,1,1.0
417,1,1,1,0,1.0
418,3,1,1,0,1.0
419,3,1,1,1,1.0
420,1,1,1,1,1.0
421,4,1,1,1,1.0
422,4,1,1,1,1.0
423,3,1,1,1,1.0
424,1,1,1,1,1.0
425,2,1,1,0,1.0
426,2,1,1,1,1.0
427,7,1,1,1,1.0
428,1,1,1,1,1.0
429,3,1,1,0,1.0
430,3,1,1,0,1.0
431,5,1,1,1,1.0
432,7,1,1,1,1.0
433,5,1,1,0,1.0
434,2,1,1,1,1.0
435,5,1,1,1,1.0
436,6,1,1,1,1.0
437,7,1,1,1,1.0
438,4,1,1,1,1.0
439,0,1,1,1,1.0
440,4,1,1,0,1.0
441,0,1,1,1,1.0
442,4,1,1,1,1.0
443,1,1,1,1,1.0
444,4,1,1,1,1.0
445,5,1,1,1,1.0
446,7,1,1,1,1.0
447,7,1,1,1,1.0
448,4,1,1,1,1.0
449,3,1,1,1,1.0
450,0,1,1,1,1.0
451,0,1,1,0,1.0
452,0,1,1,1,1.0
453,6,1,1,1,1.0
454,2,1,1,0,1.0
455,0,1,1,1,1.0
456,3,1,1,1,1.0
457,4,1,1,0,1.0
458,5,1,1,1,1.0
459,1,1,1,0,1.0
460,2,1,1,0,1.0
461,0,1,1,0,1.0
462,6,1,1,1,1.0
463,2,1,1,1,1.0
464,6,1,1,1,1.0
465,2,1,1,1,1.0
466,5,1,1,1,1.0
467,6,1,1,1,1.0
468,2,1,1,1,1.0
469,4,1,1,1,1.0
470,4,1,1,1,1.0
471,3,1,1,0,1.0
472,1,1,1,1,1.0
473,0,1,1,0,1.0
474,4,1,1,0,1.0
475,0,1,1,1,1.0
476,1,1,1,1,1.0
477,6,1,1,1,1.0
478,1,1,1,0,1.0
479,2,1,1,1,1.0
480,7,1,1,1,1.0
481,2,1,1,1,1.0
482,3,1,1,0,1.0
483,2,1,1,1,1.0
484,4,1,1,0,1.0
485,5,1,1,1,1.0
486,5,1,1,1,1.0
487,4,1,1,1,1.0
488,1,1,1,0,1.0
489,5,1,1,1,1.0
490,7,1,1,1,1.0
491,3,1,1,1,1.0
492,2,1,1,1,1.0
493,6,1,1,1,1.0
494,1,1,1,0,1.0
495,0,1,1,1,1.0
496,5,1,1,1,1.0
497,3,1,1,1,1.0
498,6,1,1,0,1.0
499,7,1,1,0,1.0
500,1,1,1,1,1.0
501,2,1,1,1,1.0
502,0,1,1,1,1.0
503,4,1,1,1,1.0
504,4,1,1,0,1.0
505,2,1,1,0,1.0
506,1,1,1,0,1.0
507,0,1,1,1,1.0
508,5,1,1,0,1.0
509,5,1,1,1,1.0
510,7,1,1,1,1.0
511,1,1,1,1,1.0
512,4,1,1,0,1.0
513,3,1,1,1,1.0
514,1,1,1,1,1.0
515,2,1,1,0,1.0
516,0,1,1,1,1.0
517,3,1,1,0,1.0
518,5,1,1,0,1.0
519,6,1,1,1,1.0
520,7,1,1,1,1.0
521,0,1,1,0,1.0
522,1,1,1,0,1.0
523,1,1,1,0,1.0
524,6,1,1,0,1.0
525,5,1,1,1,1.0
526,0,1,1,1,1.0
527,0,1,1,1,1.0
528,0,1,1,0,1.0
529,6,1,1,1,1.0
530,6,1,1,1,1.0
531,1,1,1,1,1.0
532,7,1,1,0,1.0
533,5,1,1,1,1.0
534,7,1,1,1,1.0
535,4,1,1,1,1.0
536,0,1,1,1,1.0
537,7,1,1,0,1.0
538,3,1,1,1,1.0
539,0,1,1,1,1.0
540,6,1,1,1,1.0
541,6,1,1,0,1.0
542,1,1,1,0,1.0
543,0,1,1,1,1.0
544,3,1,1,1,1.0
545,6,1,1,1,1.0
546,6,1,1,1,1.0
547,7,1,1,0,1.0
548,0,1,1,1,1.0
549,7,1,1,1,1.0
550,3,1,1,0,1.0
551,1,1,1,1,1.0
552,1,1,1,1,1.0
553,4,1,1,1,1.0
554,1,1,1,1,1.0
555,6,1,1,0,1.0
556,3,1,1,1,1.0
557,5,1,1,1,1.0
558,1,1,1,1,1.0
559,7,1,1,1,1.0
560,0,1,1,0,1.0
561,5,1,1,1,1.0
562,3,1,1,0,1.0
563,2,1,1,1,1.0
564,3,1,1,0,1.0
565,0,1,1,1,1.0
566,0,1,1,1,1.0
567,1,1,1,1,1.0
568,4,1,1,1,1.0
569,3,1,1,1,1.0
570,7,1,1,1,1.0
571,5,1,1,0,1.0
572,3,1,1,1,1.0
573,2,1,1,1,1.0
574,7,1,1,1,1.0
575,2,1,1,1,1.0
576,1,1,1,1,1.0
577,0,1,1,1,1.0
578,4,1,1,1,1.0
579,2,1,1,1,1.0
580,7,1,1,0,1.0
581,3,1,1,1,1.0
582,4,1,1,0,1.0
583,1,1,1,0,1.0
584,6,1,1,1,1.0
585,6,1,1,0,1.0
586,5,1,1,1,1.0
587,4,1,1,1,1.0
588,1,1,1,0,1.0
589,6,1,1,1,1.0
590,5,1,1,1,1.0
591,1,1,1,1,1.0
592,6,1,1,1,1.0
593,4,1,1,1,1.0
594,1,1,1,1,1.0
595,0,1,1,1,1.0
596,3,1,1,1,1.0
597,5,1,1,1,1.0
598,7,1,1,1,1.0
599,3,1,1,1,1.0
600,4,1,1,0,1.0
601,2,1,1,0,1.0
602,7,1,1,1,1.0
603,6,1,1,0,1.0
604,3,1,1,0,1.0
605,2,1,1,1,1.0
606,7,1,1,1,1.0
607,6,1,1,0,1.0
608,0,1,1,1,1.0
609,5,1,1,1,1.0
610,7,1,1,0,1.0
611,2,1,1,0,1.0
612,3,1,1,0,1.0
613,2,1,1,1,1.0
614,5,1,1,1,1.0
615,1,1,1,1,1.0
616,5,1,1,1,1.0
617,4,1,1,0,1.0
618,2,1,1,0,1.0
619,3,1,1,1,1.0
620,5,1,1,0,1.0
621,1,1,1,1,1.0
622,5,1,1,0,1.0
623,4,1,1,0,1.0
624,3,1,1,1,1.0
625,4,1,1,1,1.0
626,2,1,1,1,1.0
627,2,1,1,1,1.0
628,3,1,1,0,1.0
629,5,1,1,1,1.0
630,2,1,1,1,1.0
631,4,1,1,0,1.0
632,0,1,1,0,1.0
633,1,1,1,0,1.0
634,7,1,1,1,1.0
635,0,1,1,0,1.0
636,0,1,1,1,1.0
637,7,1,1,1,1.0
638,1,1,1,0,1.0
639,1,1,1,1,1.0
640,2,1,1,0,1.0
641,4,1,1,1,1.0
642,7,1,1,0,1.0
643,5,1,1,0,1.0
644,7,1,1,1,1.0
645,2,1,1,1,1.0
646,4,1,1,0,1.0
647,4,1,1,1,1.0
648,6,1,1,1,1.0
649,3,1,1,1,1.0
650,0,1,1,1,1.0
651,2,1,1,1,1.0
652,3,1,1,1,1.0
653,6,1,1,1,1.0
654,1,1,1,1,1.0
655,1,1,1,1,1.0
656,3,1,1,0,1.0
657,0,1,1,1,1.0
658,5,1,1,1,1.0
659,7,1,1,0,1.0
660,4,1,1,1,1.0
661,7,1,1,1,1.0
662,2,1,1,1,1.0
663,6,1,1,1,1.0
664,3,1,1,0,1.0
665,6,1,1,1,1.0
666,7,1,1,0,1.0
667,2,1,1,0,1.0
668,3,1,1,1,1.0
669,5,1,1,1,1.0
670,4,1,1,1,1.0
671,0,1,1,1,1.0
672,7,1,1,1,1.0
673,7,1,1,1,1.0
674,3,1,1,0,1.0
675,1,1,1,1,1.0
676,2,1,1,1,1.0
677,1,1,1,0,1.0
678,3,1,1,1,1.0
679,1,1,1,0,1.0
680,5,1,1,1,1.0
681,3,1,1,0,1.0
682,7,1,1,0,1.0
683,6,1,1,1,1.0
684,4,1,1,1,1.0
685,5,1,1,0,1.0
686,4,1,1,1,1.0
687,2,1,1,1,1.0
688,4,1,1,0,1.0
689,1,1,1,1,1.0
690,6,1,1,0,1.0
691,1,1,1,0,1.0
692,0,1,1,1,1.0
693,4,1,1,0,1.0
694,0,1,1,0,1.0
695,5,1,1,1,1.0
696,2,1,1,0,1.0
697,0,1,1,1,1.0
698,0,1,1,1,1.0
699,2,1,1,1,1.0
700,1,1,1,1,1.0
701,1,1,1,1,1.0
702,1,1,1,1,1.0
703,4,1,1,1,1.0
704,4,1,1,1,1.0
705,6,1,1,1,1.0
706,3,1,1,1,1.0
707,2,1,1,1,1.0
708,2,1,1,1,1.0
709,3,1,1,0,1.0
710,4,1,1,1,1.0
711,6,1,1,1,1.0
712,3,1,1,1,1.0
713,7,1,1,1,1.0
714,3,1,1,0,1.0
715,0,1,1,1,1.0
716,7,1,1,1,1.0
717,1,1,1,1,1.0
718,0,1,1,1,1.0
719,1,1,1,1,1.0
720,2,1,1,1,1.0
721,2,1,1,0,1.0
722,4,1,1,1,1.0
723,1,1,1,1,1.0
724,3,1,1,1,1.0
725,7,1,1,1,1.0
726,4,1,1,1,1.0
727,1,1,1,1,1.0
728,7,1,1,1,1.0
729,0,1,1,1,1.0
730,2,1,1,1,1.0
731,1,1,1,1,1.0
732,3,1,1,0,1.0
733,4,1,1,1,1.0
734,4,1,1,1,1.0
735,3,1,1,1,1.0
736,4,1,1,1,1.0
737,1,1,1,1,1.0
738,1,1,1,0,1.0
739,2,1,1,1,1.0
740,3,1,1,1,1.0
741,0,1,1,1,1.0
742,0,1,1,1,1.0
743,3,1,1,1,1.0
744,6,1,1,1,1.0
745,3,1,1,0,1.0
746,3,1,1,1,1.0
747,1,1,1,0,1.0
748,5,1,1,0,1.0
749,5,1,1,1,1.0
750,5,1,1,0,1.0
751,4,1,1,1,1.0
752,4,1,1,1,1.0
753,3,1,1,1,1.0
754,7,1,1,1,1.0
755,2,1,1,1,1.0
756,2,1,1,1,1.0
757,3,1,1,1,1.0
758,3,1,1,0,1.0
759,1,1,1,1,1.0
760,2,1,1,1,1.0
761,3,1,1,1,1.0
762,2,1,1,0,1.0
763,0,1,1,1,1.0
764,1,1,1,0,1.0
765,0,1,1,1,1.0
766,3,1,1,0,1.0
767,6,1,1,1,1.0
768,5,1,1,1,1.0
769,5,1,1,1,1.0
770,5,1,1,1,1.0
771,5,1,1,1,1.0
772,5,1,1,1,1.0
773,7,1,1,0,1.0
774,7,1,1,1,1.0
775,7,1,1,1,1.0
776,5,1,1,1,1.0
777,5,1,1,0,1.0
778,5,1,1,1,1.0
779,4,1,1,1,1.0
780,6,1,1,1,1.0
781,5,1,1,1,1.0
782,1,1,1,0,1.0
783,3,1,1,1,1.0
784,0,1,1,1,1.0
785,1,1,1,0,1.0
786,4,1,1,0,1.0
787,4,1,1,1,1.0
788,2,1,1,1,1.0
789,7,1,1,0,1.0
790,7,1,1,1,1.0
791,1,1,1,1,1.0
792,1,1,1,1,1.0
793,1,1,1,1,1.0
794,5,1,1,0,1.0
795,1,1,1,0,1.0
796,2,1,1,1,1.0
797,4,1,1,1,1.0
798,4,1,1,0,1.0
799,3,1,1,1,1.0
800,1,1,1,1,1.0
801,2,1,1,1,1.0
802,7,1,1,0,1.0
803,1,1,1,0,1.0
804,6,1,1,1,1.0
805,0,1,1,1,1.0
806,3,1,1,1,1.0
807,1,1,1,1,1.0
808,3,1,1,1,1.0
809,1,1,1,0,1.0
810,5,1,1,0,1.0
811,0,1,1,1,1.0
812,6,1,1,1,1.0
813,2,1,1,1,1.0
814,6,1,1,1,1.0
815,7,1,1,1,1.0
816,5,1,1,1,1.0
817,7,1,1,1,1.0
818,2,1,1,0,1.0
819,3,1,1,1,1.0
820,2,1,1,0,1.0
821,2,1,1,1,1.0
822,6,1,1,0,1.0
823,0,1,1,1,1.0
824,0,1,1,1,1.0
825,7,1,1,1,1.0
826,1,1,1,1,1.0
827,1,1,1,0,1.0
828,4,1,1,1,1.0
829,3,1,1,1,1.0
830,6,1,1,1,1.0
831,0,1,1,0,1.0
832,5,1,1,1,1.0
833,5,1,1,0,1.0
834,0,1,1,1,1.0
835,0,1,1,1,1.0
836,7,1,1,1,1.0
837,0,1,1,1,1.0
838,7,1,1,1,1.0
839,4,1,1,1,1.0
840,3,1,1,1,1.0
841,7,1,1,1,1.0
842,0,1,1,1,1.0
843,2,1,1,1,1.0
844,5,1,1,0,1.0
845,0,1,1,1,1.0
846,2,1,1,1,1.0
847,6,1,1,1,1.0
848,3,1,1,1,1.0
849,6,1,1,1,1.0
850,3,1,1,0,1.0
851,6,1,1,1,1.0
852,3,1,1,0,1.0
853,5,1,1,1,1.0
854,1,1,1,1,1.0
855,1,1,1,0,1.0
856,5,1,1,1,1.0
857,5,1,1,1,1.0
858,6,1,1,0,1.0
859,2,1,1,1,1.0
860,7,1,1,1,1.0
861,1,1,1,1,1.0
862,3,1,1,1,1.0
863,3,1,1,0,1.0
864,1,1,1,0,1.0
865,0,1,1,1,1.0
866,4,1,1,0,1.0
867,5,1,1,1,1.0
868,0,1,1,1,1.0
869,0,1,1,1,1.0
870,2,1,1,1,1.0
871,5,1,1,1,1.0
872,4,1,1,0,1.0
873,6,1,1,1,1.0
874,5,1,1,1,1.0
875,7,1,1,1,1.0
876,7,1,1,1,1.0
877,7,1,1,0,1.0
878,3,1,1,1,1.0
879,0,1,1,1,1.0
880,7,1,1,0,1.0
881,6,1,1,1,1.0
882,6,1,1,0,1.0
883,4,1,1,0,1.0
884,4,1,1,0,1.0
885,5,1,1,1,1.0
886,5,1,1,0,1.0
887,1,1,1,1,1.0
888,3,1,1,1,1.0
889,0,1,1,1,1.0
890,3,1,1,0,1.0
891,5,1,1,1,1.0
892,0,1,1,0,1.0
893,0,1,1,1,1.0
894,1,1,1,1,1.0
895,2,1,1,1,1.0
896,5,1,1,1,1.0
897,4,1,1,0,1.0
898,0,1,1,0,1.0
899,5,1,1,0,1.0
900,7,1,1,1,1.0
901,5,1,1,1,1.0
902,0,1,1,0,1.0
903,0,1,1,0,1.0
904,0,1,1,1,1.0
905,6,1,1,1,1.0
906,3,1,1,1,1.0
907,2,1,1,1,1.0
908,4,1,1,0,1.0
909,0,1,1,0,1.0
910,6,1,1,1,1.0
911,2,1,1,1,1.0
912,0,1,1,0,1.0
913,0,1,1,1,1.0
914,7,1,1,1,1.0
915,5,1,1,1,1.0
916,2,1,1,1,1.0
917,6,1,1,1,1.0
918,4,1,1,0,1.0
919,2,1,1,1,1.0
920,2,1,1,1,1.0
921,4,1,1,1,1.0
922,7,1,1,1,1.0
923,6,1,1,1,1.0
924,3,1,1,0,1.0
925,6,1,1,1,1.0
926,6,1,1,1,1.0
927,1,1,1,0,1.0
928,1,1,1,1,1.0
929,1,1,1,1,1.0
930,6,1,1,1,1.0
931,0,1,1,1,1.0
932,2,1,1,1,1.0
933,3,1,1,1,1.0
934,5,1,1,1,1.0
935,3,1,1,0,1.0
936,1,1,1,1,1.0
937,7,1,1,0,1.0
938,2,1,1,1,1.0
939,5,1,1,1,1.0
940,5,1,1,1,1.0
941,4,1,1,0,1.0
942,7,1,1,0,1.0
943,3,1,1,0,1.0
944,1,1,1,1,1.0
945,4,1,1,1,1.0
946,0,1,1,0,1.0
947,1,1,1,1,1.0
948,0,1,1,1,1.0
949,3,1,1,1,1.0
950,4,1,1,1,1.0
951,6,1,1,1,1.0
952,1,1,1,0,1.0
953,5,1,1,0,1.0
954,4,1,1,1,1.0
955,0,1,1,1,1.0
956,2,1,1,1,1.0
957,6,1,1,1,1.0
958,4,1,1,1,1.0
959,2,1,1,1,1.0
960,1,1,1,1,1.0
961,3,1,1,1,1.0
962,7,1,1,1,1.0
963,1,1,1,0,1.0
964,7,1,1,1,1.0
965,4,1,1,1,1.0
966,7,1,1,1,1.0
967,3,1,1,1,1.0
968,3,1,1,0,1.0
969,2,1,1,1,1.0
970,3,1,1,1,1.0
971,4,1,1,1,1.0
972,6,1,1,1,1.0
973,6,1,1,1,1.0
974,5,1,1,1,1.0
975,6,1,1,1,1.0
976,2,1,1,1,1.0
977,2,1,1,0,1.0
978,1,1,1,1,1.0
979,6,1,1,1,1.0
980,2,1,1,1,1.0
981,2,1,1,1,1.0
982,4,1,1,1,1.0
983,2,1,1,1,1.0
984,1,1,1,1,1.0
985,0,1,1,1,1.0
986,1,1,1,1,1.0
987,6,1,1,1,1.0
988,3,1,1,1,1.0
989,6,1,1,1,1.0
990,7,1,1,1,1.0
991,3,1,1,0,1.0
992,1,1,1,1,1.0
993,7,1,1,1,1.0
