step,Monolithic,Static2Layer,ARH,Dissonance
1852,91.5,93.10000000000001,93.0,0.0
1853,91.5,93.10000000000001,93.0,0.0
1854,91.5,93.10000000000001,93.0,0.0
1855,91.5,93.10000000000001,93.0,0.0
1856,91.5,93.10000000000001,93.0,0.0
1857,91.5,93.10000000000001,93.0,0.0
1858,91.5,93.10000000000001,93.0,0.0
1859,91.5,93.10000000000001,93.0,0.0
1860,91.5,93.10000000000001,93.0,0.0
1861,91.5,93.10000000000001,93.0,0.0
1862,91.5,93.10000000000001,93.0,0.0
1863,91.5,93.10000000000001,93.0,0.0
1864,91.5,93.10000000000001,93.0,0.0
1865,91.5,93.10000000000001,93.0,0.0
1866,91.5,93.10000000000001,93.0,0.0
1867,91.5,93.10000000000001,93.0,0.0
1868,91.5,93.10000000000001,93.0,0.0
1869,91.5,93.10000000000001,93.0,0.0
1870,91.5,93.10000000000001,93.0,0.0
1871,91.5,93.10000000000001,93.0,0.0
1872,91.5,93.10000000000001,93.0,0.0
1873,91.5,93.10000000000001,93.0,0.0
1874,91.5,93.10000000000001,93.0,0.0
1875,91.5,93.10000000000001,93.0,0.0
1876,91.5,93.10000000000001,93.0,0.0
1877,91.5,93.10000000000001,93.0,0.0
1878,91.5,93.10000000000001,93.0,0.0
1879,91.5,93.10000000000001,93.0,0.0
1880,91.5,93.10000000000001,93.0,0.0
1881,91.5,93.10000000000001,93.0,0.0
1882,91.5,93.10000000000001,93.0,0.0
1883,91.5,93.10000000000001,93.0,0.0
1884,91.5,93.10000000000001,93.0,0.0
1885,91.5,93.10000000000001,93.0,0.0
1886,91.5,93.10000000000001,93.0,0.0
1887,91.5,93.10000000000001,93.0,0.0
1888,91.5,93.10000000000001,93.0,0.0
1889,91.5,93.10000000000001,93.0,0.0
1890,91.5,93.10000000000001,93.0,0.0
1891,91.5,93.10000000000001,93.0,0.0
1892,91.5,93.10000000000001,93.0,0.0
1893,91.5,93.10000000000001,93.0,0.0
1894,91.5,93.10000000000001,93.0,0.0
1895,91.5,93.10000000000001,93.0,0.0
1896,91.5,93.10000000000001,93.0,0.0
1897,91.5,93.10000000000001,93.0,0.0
1898,91.5,93.10000000000001,93.0,0.0
1899,91.5,93.10000000000001,93.0,0.0
1900,91.5,93.10000000000001,93.0,0.0
1901,91.5,93.10000000000001,93.0,0.0
1902,91.5,93.10000000000001,93.0,0.0
1903,91.5,93.10000000000001,93.0,0.0
1904,91.5,93.10000000000001,93.0,0.0
1905,91.5,93.10000000000001,93.0,0.0
1906,91.5,93.10000000000001,93.0,0.0
1907,91.5,93.10000000000001,93.0,0.0
1908,91.5,93.10000000000001,93.0,0.0
1909,91.5,93.10000000000001,93.0,0.0
1910,91.5,93.10000000000001,93.0,0.0
1911,91.5,93.10000000000001,93.0,0.0
1912,91.5,93.10000000000001,93.0,0.0
1913,91.5,93.10000000000001,93.0,0.0
1914,91.5,93.10000000000001,93.0,0.0
1915,91.5,93.10000000000001,93.0,0.0
1916,91.5,93.10000000000001,93.0,0.0
1917,91.5,93.10000000000001,93.0,0.0
1918,91.5,93.10000000000001,93.0,0.0
1919,91.5,93.10000000000001,93.0,0.0
1920,91.5,93.10000000000001,93.0,0.0
1921,91.5,93.10000000000001,93.0,0.0
1922,91.5,93.10000000000001,93.0,0.0
1923,91.5,93.10000000000001,93.0,0.0
1924,91.5,93.10000000000001,93.0,0.0
1925,91.5,93.10000000000001,93.0,0.0
1926,91.5,93.10000000000001,93.0,0.0
1927,91.5,93.10000000000001,93.0,0.0
1928,91.5,93.10000000000001,93.0,0.0
1929,91.5,93.10000000000001,93.0,0.0
1930,91.5,93.10000000000001,93.0,0.0
1931,91.5,93.10000000000001,93.0,0.0
1932,91.5,93.10000000000001,93.0,0.0
1933,91.5,93.10000000000001,93.0,0.0
1934,91.5,93.10000000000001,93.0,0.0
1935,91.5,93.10000000000001,93.0,0.0
1936,91.5,93.10000000000001,93.0,0.0
1937,91.5,93.10000000000001,93.0,0.0
1938,91.5,93.10000000000001,93.0,0.0
1939,91.5,93.10000000000001,93.0,0.0
1940,91.5,93.10000000000001,93.0,0.0
1941,91.5,93.10000000000001,93.0,0.0
1942,91.5,93.10000000000001,93.0,0.0
1943,91.5,93.10000000000001,93.0,0.0
1944,91.5,93.10000000000001,93.0,0.0
1945,91.5,93.10000000000001,93.0,0.0
1946,91.5,93.10000000000001,93.0,0.0
1947,91.5,93.10000000000001,93.0,0.0
1948,91.5,93.10000000000001,93.0,0.0
1949,91.5,93.10000000000001,93.0,0.0
1950,91.5,93.10000000000001,93.0,0.0
1951,91.5,93.10000000000001,93.0,0.0
1952,91.5,93.10000000000001,93.0,0.0
1953,91.5,93.10000000000001,93.0,0.0
1954,91.5,93.10000000000001,93.0,0.0
1955,91.5,93.10000000000001,93.0,0.0
1956,91.5,93.10000000000001,93.0,0.0
1957,91.5,93.10000000000001,93.0,0.0
1958,91.5,93.10000000000001,93.0,0.0
1959,91.5,93.10000000000001,93.0,0.0
1960,91.5,93.10000000000001,93.0,0.0
1961,91.5,93.10000000000001,93.0,0.0
1962,91.5,93.10000000000001,93.0,0.0
1963,91.5,93.10000000000001,93.0,0.0
1964,91.5,93.10000000000001,93.0,0.0
1965,91.5,93.10000000000001,93.0,0.0
1966,91.5,93.10000000000001,93.0,0.0
1967,91.5,93.10000000000001,93.0,0.0
1968,91.5,93.10000000000001,93.0,0.0
1969,91.5,93.10000000000001,93.0,0.0
1970,91.5,93.10000000000001,93.0,0.0
1971,91.5,93.10000000000001,93.0,0.0
1972,91.5,93.10000000000001,93.0,0.0
1973,91.5,93.10000000000001,93.0,0.0
1974,91.5,93.10000000000001,93.0,0.0
1975,91.5,93.10000000000001,93.0,0.0
1976,91.5,93.10000000000001,93.0,0.0
1977,91.5,93.10000000000001,93.0,0.0
1978,91.5,93.10000000000001,93.0,0.0
1979,91.5,93.10000000000001,93.0,0.0
1980,91.5,93.10000000000001,93.0,0.0
1981,91.5,93.10000000000001,93.0,0.0
1982,91.5,93.10000000000001,93.0,0.0
1983,91.5,93.10000000000001,93.0,0.0
1984,91.5,93.10000000000001,93.0,0.0
1985,91.5,93.10000000000001,93.0,0.0
1986,91.5,93.10000000000001,93.0,0.0
1987,91.5,93.10000000000001,93.0,0.0
1988,91.5,93.10000000000001,93.0,0.0
1989,91.5,93.10000000000001,93.0,0.0
1990,91.5,93.10000000000001,93.0,0.0
1991,91.5,93.10000000000001,93.0,0.0
1992,91.5,93.10000000000001,93.0,0.0
1993,91.5,93.10000000000001,93.0,0.0
1994,91.5,93.10000000000001,93.0,0.0
1995,91.5,93.10000000000001,93.0,0.0
1996,91.5,93.10000000000001,93.0,0.0
1997,91.5,93.10000000000001,93.0,0.0
1998,91.5,93.10000000000001,93.0,0.0
1999,91.5,93.10000000000001,93.0,0.0
2000,91.5,93.10000000000001,93.0,0.0
2001,91.5,93.10000000000001,93.0,0.0
2002,91.5,93.10000000000001,93.0,0.0
2003,91.5,93.10000000000001,93.0,0.0
2004,91.5,93.10000000000001,93.0,0.0
2005,91.5,93.10000000000001,93.0,0.0
2006,91.5,93.10000000000001,93.0,0.0
2007,91.5,93.10000000000001,93.0,0.0
2008,91.5,93.10000000000001,93.0,0.0
2009,91.5,93.10000000000001,93.0,0.0
2010,91.5,93.10000000000001,93.0,0.0
2011,91.5,93.10000000000001,93.0,0.0
2012,91.5,93.10000000000001,93.0,0.0
2013,91.5,93.10000000000001,93.0,0.0
2014,91.5,93.10000000000001,93.0,0.0
2015,91.5,93.10000000000001,93.0,0.0
2016,91.5,93.10000000000001,93.0,0.0
2017,91.5,93.10000000000001,93.0,0.0
2018,91.5,93.10000000000001,93.0,0.0
2019,91.5,93.10000000000001,93.0,0.0
2020,91.5,93.10000000000001,93.0,0.0
2021,91.5,93.10000000000001,93.0,0.0
2022,91.5,93.10000000000001,93.0,0.0
2023,91.5,93.10000000000001,93.0,0.0
2024,91.5,93.10000000000001,93.0,0.0
2025,91.5,93.10000000000001,93.0,0.0
2026,91.5,93.10000000000001,93.0,0.0
2027,91.5,93.10000000000001,93.0,0.0
2028,91.5,93.10000000000001,93.0,0.0
2029,91.5,93.10000000000001,93.0,0.0
2030,91.5,93.10000000000001,93.0,0.0
2031,91.5,93.10000000000001,93.0,0.0
2032,91.5,93.10000000000001,93.0,0.0
2033,91.5,93.10000000000001,93.0,0.0
2034,91.5,93.10000000000001,93.0,0.0
2035,91.5,93.10000000000001,93.0,0.0
2036,91.5,93.10000000000001,93.0,0.0
2037,91.5,93.10000000000001,93.0,0.0
2038,91.5,93.10000000000001,93.0,0.0
2039,91.5,93.10000000000001,93.0,0.0
2040,91.5,93.10000000000001,93.0,0.0
2041,91.5,93.10000000000001,93.0,0.0
2042,91.5,93.10000000000001,93.0,0.0
2043,91.5,93.10000000000001,93.0,0.0
2044,91.5,93.10000000000001,93.0,0.0
2045,91.5,93.10000000000001,93.0,0.0
2046,91.5,93.10000000000001,93.0,0.0
2047,91.5,93.10000000000001,93.0,0.0
2048,91.5,93.10000000000001,93.0,0.0
2049,91.5,93.10000000000001,93.0,0.0
2050,91.5,93.10000000000001,93.0,0.0
2051,91.5,93.10000000000001,93.0,0.0
2052,91.5,93.10000000000001,93.0,0.0
2053,91.5,93.10000000000001,93.0,0.0
2054,91.5,93.10000000000001,93.0,0.0
2055,91.5,93.10000000000001,93.0,0.0
2056,91.5,93.10000000000001,93.0,0.0
2057,91.5,93.10000000000001,93.0,0.0
2058,91.5,93.10000000000001,93.0,0.0
2059,91.5,93.10000000000001,93.0,0.0
2060,91.5,93.10000000000001,93.0,0.0
2061,91.5,93.10000000000001,93.0,0.0
2062,91.5,93.10000000000001,93.0,0.0
2063,91.5,93.10000000000001,93.0,0.0
2064,91.5,93.10000000000001,93.0,0.0
2065,91.5,93.10000000000001,93.0,0.0
2066,91.5,93.10000000000001,93.0,0.0
2067,91.5,93.10000000000001,93.0,0.0
2068,91.5,93.10000000000001,93.0,0.0
2069,91.5,93.10000000000001,93.0,0.0
2070,91.5,93.10000000000001,93.0,0.0
2071,91.5,93.10000000000001,93.0,0.0
2072,91.5,93.10000000000001,93.0,0.0
2073,91.5,93.10000000000001,93.0,0.0
2074,91.5,93.10000000000001,93.0,0.0
2075,91.5,93.10000000000001,93.0,0.0
2076,91.5,93.10000000000001,93.0,0.0
2077,91.5,93.10000000000001,93.0,0.0
2078,91.5,93.10000000000001,93.0,0.0
2079,91.5,93.10000000000001,93.0,0.0
2080,91.5,93.10000000000001,93.0,0.0
2081,91.5,93.10000000000001,93.0,0.0
2082,91.5,93.10000000000001,93.0,0.0
2083,91.5,93.10000000000001,93.0,0.0
2084,91.5,93.10000000000001,93.0,0.0
2085,91.5,93.10000000000001,93.0,0.0
2086,91.5,93.10000000000001,93.0,0.0
2087,91.5,93.10000000000001,93.0,0.0
2088,91.5,93.10000000000001,93.0,0.0
2089,91.5,93.10000000000001,93.0,0.0
2090,91.5,93.10000000000001,93.0,0.0
2091,91.5,93.10000000000001,93.0,0.0
2092,91.5,93.10000000000001,93.0,0.0
2093,91.5,93.10000000000001,93.0,0.0
2094,91.5,93.10000000000001,93.0,0.0
2095,91.5,93.10000000000001,93.0,0.0
2096,91.5,93.10000000000001,93.0,0.0
2097,91.5,93.10000000000001,93.0,0.0
2098,91.5,93.10000000000001,93.0,0.0
2099,91.5,93.10000000000001,93.0,0.0
2100,91.5,93.10000000000001,93.0,0.0
2101,91.5,93.10000000000001,93.0,0.0
2102,91.5,93.10000000000001,93.0,0.0
2103,91.5,93.10000000000001,93.0,0.0
2104,91.5,93.10000000000001,93.0,0.0
2105,91.5,93.10000000000001,93.0,0.0
2106,91.5,93.10000000000001,93.0,0.0
2107,91.5,93.10000000000001,93.0,0.0
2108,91.5,93.10000000000001,93.0,0.0
2109,91.5,93.10000000000001,93.0,0.0
2110,91.5,93.10000000000001,93.0,0.0
2111,91.5,93.10000000000001,93.0,0.0
2112,91.5,93.10000000000001,93.0,0.0
2113,91.5,93.10000000000001,93.0,0.0
2114,91.5,93.10000000000001,93.0,0.0
2115,91.5,93.10000000000001,93.0,0.0
2116,91.5,93.10000000000001,93.0,0.0
2117,91.5,93.10000000000001,93.0,0.0
2118,91.5,93.10000000000001,93.0,0.0
2119,91.5,93.10000000000001,93.0,0.0
2120,91.5,93.10000000000001,93.0,0.0
2121,91.5,93.10000000000001,93.0,0.0
2122,91.5,93.10000000000001,93.0,0.0
2123,91.5,93.10000000000001,93.0,0.0
2124,91.5,93.10000000000001,93.0,0.0
2125,91.5,93.10000000000001,93.0,0.0
2126,91.5,93.10000000000001,93.0,0.0
2127,91.5,93.10000000000001,93.0,0.0
2128,91.5,93.10000000000001,93.0,0.0
2129,91.5,93.10000000000001,93.0,0.0
2130,91.5,93.10000000000001,93.0,0.0
2131,91.5,93.10000000000001,93.0,0.0
2132,91.5,93.10000000000001,93.0,0.0
2133,91.5,93.10000000000001,93.0,0.0
2134,91.5,93.10000000000001,93.0,0.0
2135,91.5,93.10000000000001,93.0,0.0
2136,91.5,93.10000000000001,93.0,0.0
2137,91.5,93.10000000000001,93.0,0.0
2138,91.5,93.10000000000001,93.0,0.0
2139,91.5,93.10000000000001,93.0,0.0
2140,91.5,93.10000000000001,93.0,0.0
2141,91.5,93.10000000000001,93.0,0.0
2142,91.5,93.10000000000001,93.0,0.0
2143,91.5,93.10000000000001,93.0,0.0
2144,91.5,93.10000000000001,93.0,0.0
2145,91.5,93.10000000000001,93.0,0.0
2146,91.5,93.10000000000001,93.0,0.0
2147,91.5,93.10000000000001,93.0,0.0
2148,91.5,93.10000000000001,93.0,0.0
2149,91.5,93.10000000000001,93.0,0.0
2150,91.5,93.10000000000001,93.0,0.0
2151,91.5,93.10000000000001,93.0,0.0
2152,91.5,93.10000000000001,93.0,0.0
2153,91.5,93.10000000000001,93.0,0.0
2154,91.5,93.10000000000001,93.0,0.0
2155,91.5,93.10000000000001,93.0,0.0
2156,91.5,93.10000000000001,93.0,0.0
2157,91.5,93.10000000000001,93.0,0.0
2158,91.5,93.10000000000001,93.0,0.0
2159,91.5,93.10000000000001,93.0,0.0
2160,91.5,93.10000000000001,93.0,0.0
2161,91.5,93.10000000000001,93.0,0.0
2162,91.5,93.10000000000001,93.0,0.0
2163,91.5,93.10000000000001,93.0,0.0
2164,91.5,93.10000000000001,93.0,0.0
2165,91.5,93.10000000000001,93.0,0.0
2166,91.5,93.10000000000001,93.0,0.0
2167,91.5,93.10000000000001,93.0,0.0
2168,91.5,93.10000000000001,93.0,0.0
2169,91.5,93.10000000000001,93.0,0.0
2170,91.5,93.10000000000001,93.0,0.0
2171,91.5,93.10000000000001,93.0,0.0
2172,91.5,93.10000000000001,93.0,0.0
2173,91.5,93.10000000000001,93.0,0.0
2174,91.5,93.10000000000001,93.0,0.0
2175,91.5,93.10000000000001,93.0,0.0
2176,91.5,93.10000000000001,93.0,0.0
2177,91.5,93.10000000000001,93.0,0.0
2178,91.5,93.10000000000001,93.0,0.0
2179,91.5,93.10000000000001,93.0,0.0
2180,91.5,93.10000000000001,93.0,0.0
2181,91.5,93.10000000000001,93.0,0.0
2182,91.5,93.10000000000001,93.0,0.0
2183,91.5,93.10000000000001,93.0,0.0
2184,91.5,93.10000000000001,93.0,0.0
2185,91.5,93.10000000000001,93.0,0.0
2186,91.5,93.10000000000001,93.0,0.0
2187,91.5,93.10000000000001,93.0,0.0
2188,91.5,93.10000000000001,93.0,0.0
2189,91.5,93.10000000000001,93.0,0.0
2190,91.5,93.10000000000001,93.0,0.0
2191,91.5,93.10000000000001,93.0,0.0
2192,91.5,93.10000000000001,93.0,0.0
2193,91.5,93.10000000000001,93.0,0.0
2194,91.5,93.10000000000001,93.0,0.0
2195,91.5,93.10000000000001,93.0,0.0
2196,91.5,93.10000000000001,93.0,0.0
2197,91.5,93.10000000000001,93.0,0.0
2198,91.5,93.10000000000001,93.0,0.0
2199,91.5,93.10000000000001,93.0,0.0
2200,91.5,93.10000000000001,93.0,0.0
2201,91.5,93.10000000000001,93.0,0.0
2202,91.5,93.10000000000001,93.0,0.0
2203,91.5,93.10000000000001,93.0,0.0
2204,91.5,93.10000000000001,93.0,0.0
2205,91.5,93.10000000000001,93.0,0.0
2206,91.5,93.10000000000001,93.0,0.0
2207,91.5,93.10000000000001,93.0,0.0
2208,91.5,93.10000000000001,93.0,0.0
2209,91.5,93.10000000000001,93.0,0.0
2210,91.5,93.10000000000001,93.0,0.0
2211,91.5,93.10000000000001,93.0,0.0
2212,91.5,93.10000000000001,93.0,0.0
2213,91.5,93.10000000000001,93.0,0.0
2214,91.5,93.10000000000001,93.0,0.0
2215,91.5,93.10000000000001,93.0,0.0
2216,91.5,93.10000000000001,93.0,0.0
2217,91.5,93.10000000000001,93.0,0.0
2218,91.5,93.10000000000001,93.0,0.0
2219,91.5,93.10000000000001,93.0,0.0
2220,91.5,93.10000000000001,93.0,0.0
2221,91.5,93.10000000000001,93.0,0.0
2222,91.5,93.10000000000001,93.0,0.0
2223,91.5,93.10000000000001,93.0,0.0
2224,91.5,93.10000000000001,93.0,0.0
2225,91.5,93.10000000000001,93.0,0.0
2226,91.5,93.10000000000001,93.0,0.0
2227,91.5,93.10000000000001,93.0,0.0
2228,91.5,93.10000000000001,93.0,0.0
2229,91.5,93.10000000000001,93.0,0.0
2230,91.5,93.10000000000001,93.0,0.0
2231,91.5,93.10000000000001,93.0,0.0
2232,91.5,93.10000000000001,93.0,0.0
2233,91.5,93.10000000000001,93.0,0.0
2234,91.5,93.10000000000001,93.0,0.0
2235,91.5,93.10000000000001,93.0,0.0
2236,91.5,93.10000000000001,93.0,0.0
2237,91.5,93.10000000000001,93.0,0.0
2238,91.5,93.10000000000001,93.0,0.0
2239,91.5,93.10000000000001,93.0,0.0
2240,91.5,93.10000000000001,93.0,0.0
2241,91.5,93.10000000000001,93.0,0.0
2242,91.5,93.10000000000001,93.0,0.0
2243,91.5,93.10000000000001,93.0,0.0
2244,91.5,93.10000000000001,93.0,0.0
2245,91.5,93.10000000000001,93.0,0.0
2246,91.5,93.10000000000001,93.0,0.0
2247,91.5,93.10000000000001,93.0,0.0
2248,91.5,93.10000000000001,93.0,0.0
2249,91.5,93.10000000000001,93.0,0.0
2250,91.5,93.10000000000001,93.0,0.0
2251,91.5,93.10000000000001,93.0,0.0
2252,91.5,93.10000000000001,93.0,0.0
2253,91.5,93.10000000000001,93.0,0.0
2254,91.5,93.10000000000001,93.0,0.0
2255,91.5,93.10000000000001,93.0,0.0
2256,91.5,93.10000000000001,93.0,0.0
2257,91.5,93.10000000000001,93.0,0.0
2258,91.5,93.10000000000001,93.0,0.0
2259,91.5,93.10000000000001,93.0,0.0
2260,91.5,93.10000000000001,93.0,0.0
2261,91.5,93.10000000000001,93.0,0.0
2262,91.5,93.10000000000001,93.0,0.0
2263,91.5,93.10000000000001,93.0,0.0
2264,91.5,93.10000000000001,93.0,0.0
2265,91.5,93.10000000000001,93.0,0.0
2266,91.5,93.10000000000001,93.0,0.0
2267,91.5,93.10000000000001,93.0,0.0
2268,91.5,93.10000000000001,93.0,0.0
2269,91.5,93.10000000000001,93.0,0.0
2270,91.5,93.10000000000001,93.0,0.0
2271,91.5,93.10000000000001,93.0,0.0
2272,91.5,93.10000000000001,93.0,0.0
2273,91.5,93.10000000000001,93.0,0.0
2274,91.5,93.10000000000001,93.0,0.0
2275,91.5,93.10000000000001,93.0,0.0
2276,91.5,93.10000000000001,93.0,0.0
2277,91.5,93.10000000000001,93.0,0.0
2278,91.5,93.10000000000001,93.0,0.0
2279,91.5,93.10000000000001,93.0,0.0
2280,91.5,93.10000000000001,93.0,0.0
2281,91.5,93.10000000000001,93.0,0.0
2282,91.5,93.10000000000001,93.0,0.0
2283,91.5,93.10000000000001,93.0,0.0
2284,91.5,93.10000000000001,93.0,0.0
2285,91.5,93.10000000000001,93.0,0.0
2286,91.5,93.10000000000001,93.0,0.0
2287,91.5,93.10000000000001,93.0,0.0
2288,91.5,93.10000000000001,93.0,0.0
2289,91.5,93.10000000000001,93.0,0.0
2290,91.5,93.10000000000001,93.0,0.0
2291,91.5,93.10000000000001,93.0,0.0
2292,91.5,93.10000000000001,93.0,0.0
2293,91.5,93.10000000000001,93.0,0.0
2294,91.5,93.10000000000001,93.0,0.0
2295,91.5,93.10000000000001,93.0,0.0
2296,91.5,93.10000000000001,93.0,0.0
2297,91.5,93.10000000000001,93.0,0.0
2298,91.5,93.10000000000001,93.0,0.0
2299,91.5,93.10000000000001,93.0,0.0
2300,91.5,93.10000000000001,93.0,0.0
2301,91.5,93.10000000000001,93.0,0.0
2302,91.5,93.10000000000001,93.0,0.0
2303,91.5,93.10000000000001,93.0,0.0
2304,91.5,93.10000000000001,93.0,0.0
2305,91.5,93.10000000000001,93.0,0.0
2306,91.5,93.10000000000001,93.0,0.0
2307,91.5,93.10000000000001,93.0,0.0
2308,91.5,93.10000000000001,93.0,0.0
2309,91.5,93.10000000000001,93.0,0.0
2310,91.5,93.10000000000001,93.0,0.0
2311,91.5,93.10000000000001,93.0,0.0
2312,91.5,93.10000000000001,93.0,0.0
2313,91.5,93.10000000000001,93.0,0.0
2314,91.5,93.10000000000001,93.0,0.0
2315,91.5,93.10000000000001,93.0,0.0
2316,91.5,93.10000000000001,93.0,0.0
2317,91.5,93.10000000000001,93.0,0.0
2318,91.5,93.10000000000001,93.0,0.0
2319,91.5,93.10000000000001,93.0,0.0
2320,91.5,93.10000000000001,93.0,0.0
2321,91.5,93.10000000000001,93.0,0.0
2322,91.5,93.10000000000001,93.0,0.0
2323,91.5,93.10000000000001,93.0,0.0
2324,91.5,93.10000000000001,93.0,0.0
2325,91.5,93.10000000000001,93.0,0.0
2326,91.5,93.10000000000001,93.0,0.0
2327,91.5,93.10000000000001,93.0,0.0
2328,91.5,93.10000000000001,93.0,0.0
2329,91.5,93.10000000000001,93.0,0.0
2330,91.5,93.10000000000001,93.0,0.0
2331,91.5,93.10000000000001,93.0,0.0
2332,91.5,93.10000000000001,93.0,0.0
2333,91.5,93.10000000000001,93.0,0.0
2334,91.5,93.10000000000001,93.0,0.0
2335,91.5,93.10000000000001,93.0,0.0
2336,91.5,93.10000000000001,93.0,0.0
2337,91.5,93.10000000000001,93.0,0.0
2338,91.5,93.10000000000001,93.0,0.0
2339,91.5,93.10000000000001,93.0,0.0
2340,91.5,93.10000000000001,93.0,0.0
2341,91.5,93.10000000000001,93.0,0.0
2342,91.5,93.10000000000001,93.0,0.0
2343,91.5,93.10000000000001,93.0,0.0
2344,91.5,93.10000000000001,93.0,0.0
2345,91.5,93.10000000000001,93.0,0.0
2346,91.5,93.10000000000001,93.0,0.0
2347,91.5,93.10000000000001,93.0,0.0
2348,91.5,93.10000000000001,93.0,0.0
2349,91.5,93.10000000000001,93.0,0.0
2350,91.5,93.10000000000001,93.0,0.0
2351,91.5,93.10000000000001,93.0,0.0
2352,91.5,93.10000000000001,93.0,0.0
2353,91.5,93.10000000000001,93.0,0.0
2354,91.5,93.10000000000001,93.0,0.0
2355,91.5,93.10000000000001,93.0,0.0
2356,91.5,93.10000000000001,93.0,0.0
2357,91.5,93.10000000000001,93.0,0.0
2358,91.5,93.10000000000001,93.0,0.0
2359,91.5,93.10000000000001,93.0,0.0
2360,91.5,93.10000000000001,93.0,0.0
2361,91.5,93.10000000000001,93.0,0.0
2362,91.5,93.10000000000001,93.0,0.0
2363,91.5,93.10000000000001,93.0,0.0
2364,91.5,93.10000000000001,93.0,0.0
2365,91.5,93.10000000000001,93.0,0.0
2366,91.5,93.10000000000001,93.0,0.0
2367,91.5,93.10000000000001,93.0,0.0
2368,91.5,93.10000000000001,93.0,0.0
2369,91.5,93.10000000000001,93.0,0.0
2370,91.5,93.10000000000001,93.0,0.0
2371,91.5,93.10000000000001,93.0,0.0
2372,91.5,93.10000000000001,93.0,0.0
2373,91.5,93.10000000000001,93.0,0.0
2374,91.5,93.10000000000001,93.0,0.0
2375,91.5,93.10000000000001,93.0,0.0
2376,91.5,93.10000000000001,93.0,0.0
2377,91.5,93.10000000000001,93.0,0.0
2378,91.5,93.10000000000001,93.0,0.0
2379,91.5,93.10000000000001,93.0,0.0
2380,91.5,93.10000000000001,93.0,0.0
2381,91.5,93.10000000000001,93.0,0.0
2382,91.5,93.10000000000001,93.0,0.0
2383,91.5,93.10000000000001,93.0,0.0
2384,91.5,93.10000000000001,93.0,0.0
2385,91.5,93.10000000000001,93.0,0.0
2386,91.5,93.10000000000001,93.0,0.0
2387,91.5,93.10000000000001,93.0,0.0
2388,91.5,93.10000000000001,93.0,0.0
2389,91.5,93.10000000000001,93.0,0.0
2390,91.5,93.10000000000001,93.0,0.0
2391,91.5,93.10000000000001,93.0,0.0
2392,91.5,93.10000000000001,93.0,0.0
2393,91.5,93.10000000000001,93.0,0.0
2394,91.5,93.10000000000001,93.0,0.0
2395,91.5,93.10000000000001,93.0,0.0
2396,91.5,93.10000000000001,93.0,0.0
2397,91.5,93.10000000000001,93.0,0.0
2398,91.5,93.10000000000001,93.0,0.0
2399,91.5,93.10000000000001,93.0,0.0
2400,91.5,93.10000000000001,93.0,0.0
2401,91.5,93.10000000000001,93.0,0.0
2402,91.5,93.10000000000001,93.0,0.0
2403,91.5,93.10000000000001,93.0,0.0
2404,91.5,93.10000000000001,93.0,0.0
2405,91.5,93.10000000000001,93.0,0.0
2406,91.5,93.10000000000001,93.0,0.0
2407,91.5,93.10000000000001,93.0,0.0
2408,91.5,93.10000000000001,93.0,0.0
2409,91.5,93.10000000000001,93.0,0.0
2410,91.5,93.10000000000001,93.0,0.0
2411,91.5,93.10000000000001,93.0,0.0
2412,91.5,93.10000000000001,93.0,0.0
2413,91.5,93.10000000000001,93.0,0.0
2414,91.5,93.10000000000001,93.0,0.0
2415,91.5,93.10000000000001,93.0,0.0
2416,91.5,93.10000000000001,93.0,0.0
2417,91.5,93.10000000000001,93.0,0.0
2418,91.5,93.10000000000001,93.0,0.0
2419,91.5,93.10000000000001,93.0,0.0
2420,91.5,93.10000000000001,93.0,0.0
2421,91.5,93.10000000000001,93.0,0.0
2422,91.5,93.10000000000001,93.0,0.0
2423,91.5,93.10000000000001,93.0,0.0
2424,91.5,93.10000000000001,93.0,0.0
2425,91.5,93.10000000000001,93.0,0.0
2426,91.5,93.10000000000001,93.0,0.0
2427,91.5,93.10000000000001,93.0,0.0
2428,91.5,93.10000000000001,93.0,0.0
2429,91.5,93.10000000000001,93.0,0.0
2430,91.5,93.10000000000001,93.0,0.0
2431,91.5,93.10000000000001,93.0,0.0
2432,91.5,93.10000000000001,93.0,0.0
2433,91.5,93.10000000000001,93.0,0.0
2434,91.5,93.10000000000001,93.0,0.0
2435,91.5,93.10000000000001,93.0,0.0
2436,91.5,93.10000000000001,93.0,0.0
2437,91.5,93.10000000000001,93.0,0.0
2438,91.5,93.10000000000001,93.0,0.0
2439,91.5,93.10000000000001,93.0,0.0
2440,91.5,93.10000000000001,93.0,0.0
2441,91.5,93.10000000000001,93.0,0.0
2442,91.5,93.10000000000001,93.0,0.0
2443,91.5,93.10000000000001,93.0,0.0
2444,91.5,93.10000000000001,93.0,0.0
2445,91.5,93.10000000000001,93.0,0.0
2446,91.5,93.10000000000001,93.0,0.0
2447,91.5,93.10000000000001,93.0,0.0
2448,91.5,93.10000000000001,93.0,0.0
2449,91.5,93.10000000000001,93.0,0.0
2450,91.5,93.10000000000001,93.0,0.0
2451,91.5,93.10000000000001,93.0,0.0
2452,91.5,93.10000000000001,93.0,0.0
2453,91.5,93.10000000000001,93.0,0.0
2454,91.5,93.10000000000001,93.0,0.0
2455,91.5,93.10000000000001,93.0,0.0
2456,91.5,93.10000000000001,93.0,0.0
2457,91.5,93.10000000000001,93.0,0.0
2458,91.5,93.10000000000001,93.0,0.0
